FID;Index;ID;Sampling_s;Dist_city;Dist_road;Dist_water;Dist_wat_1;Dist_wat_2;Dist_humse;HDens_2km;HDens_500m;NDVImean_5;NDVImean_6;NDVImean_2;cattle_num;cattle_fre;effort_day;xcoord;ycoord;PA;survey_are;pa_type;year;Biome;CTmodel;CTnumber;CTcode;CTcode2;trail;trail_type;trail_ty_1;team;team2;team3;veg_field;cattle_fie;Prob_fogo
455;286;298;OCGSV65;-0,530282;-0,605277;1,012426;0,143324;0,455767;1,521803;-0,436975;-0,171954;0,338885;0,454089;0,305211;-0,276328;-0,270365;-0,240452;-45,818076;-15,293085;GSV;GSV;1;2017;Cer;trophycam;B140806204;C;C;0;N;N;other;MJ;MJ MSP;CER denso;N;-9999
456;287;299;OCMS01;-1,489272;-1,705376;-1,244028;0,300936;0,802019;0,269679;-0,436975;-0,171954;1,633898;1,815335;1,996187;-0,276328;-0,270365;-0,024949;-43,969738;-14,819926;MS;MS;1;2013;Caa;trophycam;B120102688;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
457;288;300;OCMS02;-1,568146;-1,761209;-1,016425;-0,316593;0,097858;-0,084002;-0,436975;-0,171954;1,717001;2,058232;2,008281;-0,276328;-0,270365;-0,024949;-43,955334;-14,819663;MS;MS;1;2013;Caa;trophycam;B100826313;A;A;1;trail;trail;GBF;GBF;GBF MSP;DF;NCF;-9999
458;289;301;OCMS03;-1,533753;-1,802899;-0,264219;-0,759649;-0,407353;-0,252077;-0,436975;-0,171954;1,431819;1,838939;2,032153;-0,276328;-0,270365;-0,024949;-43,954757;-14,805461;MS;MS;1;2013;Caa;trophycam;B121001275;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
459;290;302;OCMS04;-1,639102;-1,756089;-0,162543;-0,194816;0,236719;-0,088768;-0,436975;-0,171954;1,836936;2,363628;2,048792;-0,276328;-0,270365;-0,024949;-43,955082;-14,834792;MS;MS;1;2013;Caa;trophycam;B120521018;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
460;291;303;OCMS05;-1,723633;-1,99697;-0,553611;-0,931232;-0,603007;-0,455012;-0,436975;-0,171954;2,635257;2,178074;1,560245;-0,276328;-0,270365;-0,024949;-43,94041;-14,834733;MS;MS;1;2013;Caa;trophycam;B110307278;A;A;1;trail;estrada;GBF;GBF;GBF MSP;DF;NCF;-9999
461;292;304;OCMS06;-1,637667;-2,032231;-0,91192;-1,039053;-0,725954;-0,469953;-0,436975;-0,171954;0,117429;1,233755;1,541392;0,389962;0,372774;-0,024949;-43,939947;-14,820022;MS;MS;1;2013;Caa;trophycam;B101014253;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;RF;NCF;-9999
462;293;305;OCMS07;-1,325565;-2,14469;-0,084394;2,471999;3,277654;0,635913;-0,436975;-0,171954;1,555993;1,716098;1,851897;-0,276328;-0,270365;-0,024949;-44,013502;-14,836158;MS;MS;1;2013;Caa;trophycam;B100825112;A;A;0;N;N;GBF;GBF;GBF MSP;Car;NCF;-9999
463;294;306;OCMS08;-1,440096;-1,743571;-0,995724;1,09131;1,703271;0,614954;-0,436975;-0,171954;1,65614;1,762162;1,927528;-0,276328;-0,270365;-0,168617;-43,984943;-14,835636;MS;MS;1;2013;Caa;trophycam;B120101324;B;A;1;trail;trail;GBF;GBF;GBF MSP;DF;NCF;-9999
464;295;307;OCMS09;-1,536752;-1,553069;-0,23641;0,516279;1,047571;0,299134;-0,436975;-0,171954;1,157412;1,889478;2,027967;-0,276328;-0,270365;-0,168617;-43,970576;-14,834604;MS;MS;1;2013;Caa;trophycam;B100815579;A;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
465;296;308;OCMS10;-1,349375;-1,799917;-0,851656;1,528763;2,202094;0,789814;-0,436975;-0,171954;1,387679;1,967479;1,95899;-0,276328;-0,270365;-0,096783;-44,000079;-14,849945;MS;MS;1;2013;Caa;trophycam;B100817020;A;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
466;297;309;OCMS11;-1,459316;-1,589858;-0,040943;0,802051;1,373433;0,460088;-0,436975;-0,171954;1,70625;1,862828;1,903814;-0,276328;-0,270365;-0,096783;-43,985014;-14,849619;MS;MS;1;2013;Caa;trophycam;B121000478;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
467;298;310;OCMS12;-1,567684;-1,580105;0,808339;0,043563;0,50854;0,136792;-0,436975;-0,171954;1,597625;1,783813;1,946554;-0,276328;-0,270365;-0,096783;-43,970164;-14,849665;MS;MS;1;2013;Caa;trophycam;B110404563;A;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
468;299;311;OCMS13;-1,676505;-1,848499;-0,245976;-0,654653;-0,287628;-0,216304;-0,436975;-0,171954;0,651869;1,426761;1,699047;-0,276328;-0,270365;-0,096783;-43,95527;-14,850218;MS;MS;1;2013;Caa;trophycam;B120815245;B;A;0;N;N;GBF;GBF;GBF MSP;initial succession, former 'pivo';NCF;-9999
469;300;312;OCMS14;-1,790394;-2,129063;-1,099672;-1,191078;-0,899306;-0,543351;-0,436975;-0,171954;1,212468;0,468885;1,088429;-0,276328;-0,270365;-1,748976;-43,939396;-14,850095;MS;MS;1;2013;Caa;trophycam;B110307281;A;A;1;trail;trail;GBF;GBF;GBF MSP;RF;NCF;-9999
470;301;313;OCMS15;-1,325824;-1,979035;-0,881914;1,868025;2,58895;0,733784;-0,436975;-0,171954;1,713526;1,888765;1,904496;-0,276328;-0,270365;-0,168617;-44,000947;-14,835012;MS;MS;1;2013;Caa;trophycam;B121000673;B;A;0;N;N;GBF;GBF;GBF MSP;CAR?;NCF;-9999
471;302;314;OCMS16;-1,392803;-1,92811;-0,516769;1,007319;1,607498;0,537529;-0,436975;-0,171954;1,663901;1,978785;1,946719;-0,276328;-0,270365;-0,168617;-43,984828;-14,819123;MS;MS;1;2013;Caa;trophycam;B100826329;A;A;0;N;N;GBF;GBF;GBF MSP;CAR?;NCF;-9999
472;303;315;OCMS17;-1,398855;-2,124572;0,650764;0,934458;1,524415;0,387367;-0,436975;-0,171954;1,653857;1,809691;1,678019;-0,276328;-0,270365;-0,168617;-43,98693;-14,804304;MS;MS;1;2013;Caa;trophycam;NCF;A;A;0;N;N;GBF;GBF;GBF MSP;CAR?;NCF;-9999
473;304;316;OCMS18;-1,302214;-2,118773;0,183853;1,761885;2,46792;0,446307;-0,436975;-0,171954;1,635953;1,724724;1,935706;-0,276328;-0,270365;-0,240452;-43,999353;-14,820548;MS;MS;1;2013;Caa;trophycam;B101028533;A;A;0;N;N;GBF;GBF;GBF MSP;CAR?;NCF;-9999
474;305;317;OCMS19;-1,491562;-1,933614;0,209397;0,003381;0,46272;-0,005059;-0,436975;-0,171954;1,727681;1,924041;2,335688;-0,276328;-0,270365;-0,240452;-43,969577;-14,803263;MS;MS;1;2013;Caa;trophycam;B121000481;B;A;0;N;N;GBF;GBF;GBF MSP;Car;NCF;-9999
475;306;318;OCMS20;-1,422314;-1,761113;-0,348601;1,714682;2,414095;0,320943;-0,436975;-0,171954;1,019504;1,53476;1,849308;-0,276328;-0,270365;-0,240452;-44,015108;-14,864808;MS;MS;1;2013;Caa;trophycam;B110304357;A;A;1;trail;trail;GBF;GBF;GBF MSP;DF;NCF;-9999
476;307;319;OCMS21;-1,672729;-1,855185;-0,880794;-0,979166;-0,657665;-0,38546;-0,436975;-0,171954;1,101636;1,209642;1,448825;-0,276328;-0,270365;-0,168617;-43,954799;-14,86497;MS;MS;1;2013;Caa;trophycam;B1010284491;A;A;0;N;N;GBF;GBF;GBF MSP;RF;NCF;-9999
477;308;320;OCMS22;-1,560624;-1,57375;-0,264367;-0,243606;0,181085;-0,041983;-0,436975;-0,171954;1,622243;1,83931;1,812627;-0,276328;-0,270365;-0,168617;-43,970528;-14,86487;MS;MS;1;2013;Caa;trophycam;B120815259;B;A;1;trail;trail;GBF;GBF;GBF MSP;DF;NCF;-9999
478;309;321;OCMS23;-1,452563;-1,426662;0,453625;0,5182;1,049762;0,311368;-0,436975;-0,171954;1,941832;1,917457;1,969324;-0,276328;-0,270365;-0,312286;-43,985492;-14,864763;MS;MS;1;2013;Caa;trophycam;B12100453;B;A;1;trail;trail;GBF;GBF;GBF MSP;DF;NCF;-9999
479;310;322;OCMS24;-1,345796;-1,601802;0,125903;1,267076;1,903696;0,658874;-0,436975;-0,171954;2,302705;2,01578;1,933762;-0,276328;-0,270365;-1,748976;-44,000066;-14,865684;MS;MS;1;2013;Caa;trophycam;NCF;A;A;1;trail;trail;GBF;GBF;GBF MSP;DF;NCF;-9999
480;311;323;OCMS25;-1,459738;-1,614554;-0,800262;-1,077473;-0,769764;-0,71176;-0,141511;-0,171954;1,337237;1,807387;1,31705;-0,276328;-0,270365;-0,312286;-43,954699;-14,910022;MS;MS;1;2013;Caa;trophycam;B101028494;A;A;0;N;N;GBF;GBF;GBF MSP;DF?;NCF;-9999
481;312;324;OCMS26;-1,546036;-1,704339;-1,077167;-1,241652;-0,956975;-0,502984;-0,436975;-0,171954;1,766054;1,295916;1,427329;-0,276328;-0,270365;-0,312286;-43,954712;-14,895517;MS;MS;1;2013;Caa;trophycam;B121000651;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
482;313;325;OCMS27;-1,305167;-1,320309;-0,559225;-0,934561;-0,606803;-0,722673;-0,000597;0,025077;1,582355;1,815978;0,840024;-0,276328;-0,270365;-1,102466;-43,970228;-14,925011;MS;MS;1;2013;Caa;trophycam;B100826425;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;FESD?;NCF;-9999
483;314;326;OCMS28;-1,15399;-1,003322;-0,871015;-1,119423;-0,817599;-1,019306;-0,214745;-0,021199;0,0052;-0,568003;0,422978;0,538026;0,581198;-0,312286;-43,984804;-14,939892;MS;MS;1;2013;Caa;trophycam;B110404056;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;RF;NCF;-9999
484;315;327;OCMS29;-1,243143;-1,080416;-1,128232;-1,271929;-0,991499;-0,690296;-0,368791;-0,171954;1,379782;0,351518;1,002751;-0,276328;-0,270365;-0,312286;-43,9836;-14,925137;MS;MS;1;2013;Caa;trophycam;B100815356;A;A;0;N;N;GBF;GBF;GBF MSP;RF;NCF;-9999
485;316;328;OCMS30;-1,434443;-1,500619;1,071611;1,224134;1,85473;0,188681;-0,436975;-0,171954;1,485732;1,605598;1,80816;-0,276328;-0,270365;-0,312286;-44,014687;-14,880564;MS;MS;1;2013;Caa;trophycam;B110816641;A;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
486;317;329;OCMS31;-1,425383;-1,376583;2,240521;0,72543;1,286064;-0,030247;-0,436975;-0,171954;1,88685;1,25635;1,060879;-0,276328;-0,270365;-1,892645;-44,014771;-14,895184;MS;MS;1;2013;Caa;trophycam;B120101201;B;A;1;trail;trail;GBF;GBF;GBF MSP;DF;NCF;-9999
487;318;330;OCMS32;-1,326697;-1,369722;1,277403;0,649329;1,199287;0,474546;-0,436975;-0,171954;1,142296;1,48534;1,828859;-0,276328;-0,270365;-0,384121;-43,999295;-14,880832;MS;MS;1;2013;Caa;trophycam;B100817126;A;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
488;319;331;OCMS33;-1,319461;-1,145833;1,207232;0,112785;0,587473;0,132355;-0,436975;-0,171954;1,722205;1,373692;1,358506;-0,276328;-0,270365;-0,384121;-44,000119;-14,895357;MS;MS;1;2013;Caa;trophycam;B121000676;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
489;320;332;OCMS34;-1,377818;-1,175079;0,313337;-0,417212;-0,016877;0,069064;-0,436975;-0,171954;1,522809;1,713877;1,757474;-0,276328;-0,270365;-0,384121;-43,98513;-14,89494;MS;MS;1;2013;Caa;trophycam;B100825063;A;A;0;N;N;GBF;GBF;GBF MSP;DF?;NCF;-9999
490;321;334;OCMS36;-1,311266;-1,097407;-0,72502;-1,032861;-0,718894;-0,323611;-0,436975;-0,171954;1,289204;1,716764;1,415092;-0,276328;-0,270365;-0,455955;-43,984891;-14,910574;MS;MS;1;2013;Caa;trophycam;B120815299;B;A;1;trail;trail;GBF;GBF;GBF MSP;DF;NCF;-9999
491;322;335;OCMS37;-1,252716;-1,240312;0,122002;-0,530656;-0,146235;-0,49253;-0,436975;-0,171954;1,042594;0,497687;0,553772;0,538026;0,618223;-0,455955;-44,000772;-14,925254;MS;MS;1;2013;Caa;trophycam;B120102149;B;A;1;Trail;Trail;GBF;GBF;GBF MSP;DF;NCF;-9999
492;323;336;OCMS38;-1,464975;-1,435217;-0,59097;-0,953382;-0,628264;-0,198758;-0,436975;-0,171954;1,344571;1,638225;1,684944;-0,276328;-0,270365;-0,455955;-43,970283;-14,895366;MS;MS;1;2013;Caa;trophycam;B121001916;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
493;324;337;OCMS39;-1,535498;-1,645428;1,670283;0,387332;0,900534;-0,355886;-0,436975;-0,171954;1,353847;1,294824;1,111453;-0,276328;-0,270365;-0,455955;-44,030279;-14,8956;MS;MS;1;2013;Caa;trophycam;B110816619;A;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
494;325;338;OCMS40;-1,625572;-2,017857;1,39975;0,366099;0,876323;-0,336154;-0,436975;-0,171954;1,843657;1,541755;1,664068;-0,276328;-0,270365;-3,041997;-44,045028;-14,863282;MS;MS;1;2013;Caa;trophycam;B110816640;A;A;0;N;N;GBF;GBF;GBF MSP;CAR;NCF;-9999
495;326;339;OCMS41;-1,530238;-1,875851;0,275939;0,986186;1,5834;-0,040392;-0,436975;-0,171954;1,620074;1,763212;1,763631;-0,276328;-0,270365;-0,384121;-44,030348;-14,865013;MS;MS;1;2013;Caa;trophycam;B120520985;B;A;1;Trail;Trail;GBF;GBF;GBF MSP;CAR?;NCF;-9999
496;327;340;OCMS42;-1,430195;-1,264717;-0,048208;0,145986;0,625331;0,225191;-0,436975;-0,171954;1,6224;1,691215;1,952385;-0,276328;-0,270365;-0,455955;-43,984578;-14,880085;MS;MS;1;2013;Caa;trophycam;B120100832;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
497;328;341;OCMS43;-1,524413;-1,502278;-1,052935;-0,324284;0,089088;-0,129064;-0,436975;-0,171954;2,321882;2,268945;1,70957;-0,276328;-0,270365;-0,455955;-43,970487;-14,880186;MS;MS;1;2013;Caa;trophycam;B120815255;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
498;329;342;OCMS44;-1,623104;-1,767152;-0,799692;-0,979619;-0,658182;-0,513068;-0,436975;-0,171954;0,622886;1,040769;1,382707;-0,276328;-0,270365;-0,455955;-43,955174;-14,879615;MS;MS;1;2013;Caa;trophycam;B120101919;B;A;0;N;N;GBF;GBF;GBF MSP;RF;NCF;-9999
499;330;343;OCMS45;-1,537224;-1,598033;1,365727;0,670772;1,223738;-0,083023;-0,436975;-0,171954;1,48679;1,82159;1,801713;-0,276328;-0,270365;-0,384121;-44,028698;-14,881267;MS;MS;1;2013;Caa;trophycam;B120101024;B;A;0;N;N;GBF;GBF;GBF MSP;DF;NCF;-9999
500;331;344;OCMS46;-1,315341;-2,313883;1,412731;1,684868;2,380099;0,125207;-0,436975;-0,171954;1,754255;1,832969;1,458045;-0,276328;-0,270365;-0,455955;-44,00092;-14,805067;MS;MS;1;2013;Caa;trophycam;B120100128;B;A;0;N;N;GBF;GBF;GBF MSP;CAR;NCF;-9999
